Date,Adj Close,Signal
2020-11-27,12205.849609,0
2020-11-30,12198.740234,0
2020-12-01,12355.110352,0
2020-12-02,12349.370117,0
2020-12-03,12377.179688,0
2020-12-04,12464.230469,0
2020-12-07,12519.950195,0
2020-12-08,12582.769531,0
2020-12-09,12338.950195,0
2020-12-10,12405.809570,0
2020-12-11,12377.870117,0
2020-12-14,12440.040039,0
2020-12-15,12595.059570,0
2020-12-16,12658.190430,0
2020-12-17,12764.750000,0
2020-12-18,12755.639648,0
2020-12-21,12742.519531,0
2020-12-22,12807.919922,0
2020-12-23,12771.110352,0
2020-12-24,12804.730469,0
2020-12-28,12899.419922,0
2020-12-29,12850.219727,0
2020-12-30,12870.000000,0
2020-12-31,12888.280273,0
2021-01-04,12698.450195,0
2021-01-05,12818.959961,0
2021-01-06,12740.790039,0
2021-01-07,13067.480469,0
2021-01-08,13201.980469,0
2021-01-11,13036.429688,0
2021-01-12,13072.429688,0
2021-01-13,13128.950195,0
2021-01-14,13112.639648,0
2021-01-15,12998.500000,0
2021-01-19,13197.179688,0
2021-01-20,13457.250000,0
2021-01-21,13530.910156,0
2021-01-22,13543.059570,0
2021-01-25,13635.990234,0
2021-01-26,13626.059570,0
2021-01-27,13270.599609,0
2021-01-28,13337.160156,0
2021-01-29,13070.690430,0
2021-02-01,13403.389648,0
2021-02-02,13612.780273,0
2021-02-03,13610.540039,0
2021-02-04,13777.740234,0
2021-02-05,13856.299805,0
2021-02-08,13987.639648,0
2021-02-09,14007.700195,0
2021-02-10,13972.530273,0
2021-02-11,14025.769531,0
2021-02-12,14095.469727,0
2021-02-16,14047.500000,0
2021-02-17,13965.490234,0
2021-02-18,13865.360352,0
2021-02-19,13874.459961,0
2021-02-22,13533.049805,0
2021-02-23,13465.200195,0
2021-02-24,13597.969727,0
2021-02-25,13119.429688,0
2021-02-26,13192.349609,0
2021-03-01,13588.830078,0
2021-03-02,13358.790039,0
2021-03-03,12997.750000,0
2021-03-04,12723.469727,0
2021-03-05,12920.150391,0
2021-03-08,12609.160156,0
2021-03-09,13073.820313,0
2021-03-10,13068.830078,0
2021-03-11,13398.669922,0
2021-03-12,13319.860352,0
2021-03-15,13459.709961,0
2021-03-16,13471.570313,0
2021-03-17,13525.200195,0
2021-03-18,13116.169922,0
2021-03-19,13215.240234,0
2021-03-22,13377.540039,0
2021-03-23,13227.700195,0
2021-03-24,12961.889648,0
2021-03-25,12977.679688,0
2021-03-26,13138.730469,0
2021-03-29,13059.650391,0
2021-03-30,13045.389648,0
2021-03-31,13246.870117,0
2021-04-01,13480.110352,0
2021-04-05,13705.589844,0
2021-04-06,13698.379883,0
2021-04-07,13688.839844,0
2021-04-08,13829.309570,0
2021-04-09,13900.190430,0
2021-04-12,13850.000000,0
2021-04-13,13996.099609,0
2021-04-14,13857.839844,0
2021-04-15,14038.759766,0
2021-04-16,14052.339844,0
2021-04-19,13914.769531,0
2021-04-20,13786.269531,0
2021-04-21,13950.219727,0
2021-04-22,13818.410156,0
2021-04-23,14016.809570,0
2021-04-26,14138.780273,0
2021-04-27,14090.219727,0
2021-04-28,14051.030273,0
2021-04-29,14082.549805,0
2021-04-30,13962.679688,0
2021-05-03,13895.120117,0
2021-05-04,13633.500000,0
2021-05-05,13582.419922,0
2021-05-06,13632.839844,0
2021-05-07,13752.240234,0
2021-05-10,13401.860352,0
2021-05-11,13389.429688,0
2021-05-12,13031.679688,0
2021-05-13,13124.990234,0
2021-05-14,13429.980469,0
2021-05-17,13379.049805,0
2021-05-18,13303.639648,0
2021-05-19,13299.740234,0
2021-05-20,13535.740234,0
2021-05-21,13470.990234,0
2021-05-24,13661.169922,0
2021-05-25,13657.169922,0
2021-05-26,13738.000000,0
2021-05-27,13736.280273,0
2021-05-28,13748.740234,0
2021-06-01,13736.480469,0
2021-06-02,13756.330078,0
2021-06-03,13614.509766,0
2021-06-04,13814.490234,0
2021-06-07,13881.719727,0
2021-06-08,13924.910156,0
2021-06-09,13911.750000,0
2021-06-10,14020.330078,0
2021-06-11,14069.419922,0
2021-06-14,14174.139648,0
2021-06-15,14072.860352,0
2021-06-16,14039.679688,0
2021-06-17,14161.349609,0
2021-06-18,14030.379883,0
2021-06-21,14141.480469,0
2021-06-22,14253.269531,0
2021-06-23,14271.730469,0
2021-06-24,14369.709961,0
2021-06-25,14360.389648,0
2021-06-28,14500.509766,0
2021-06-29,14528.330078,0
2021-06-30,14503.950195,0
2021-07-01,14522.379883,0
2021-07-02,14639.330078,0
2021-07-06,14663.639648,0
2021-07-07,14665.059570,0
2021-07-08,14559.780273,0
2021-07-09,14701.919922,0
2021-07-12,14733.240234,0
2021-07-13,14677.650391,0
2021-07-14,14644.950195,0
2021-07-15,14543.129883,0
2021-07-16,14427.240234,0
2021-07-19,14274.980469,0
2021-07-20,14498.879883,0
2021-07-21,14631.950195,0
2021-07-22,14684.599609,0
2021-07-23,14836.990234,0
2021-07-26,14840.709961,0
2021-07-27,14660.580078,0
2021-07-28,14762.580078,0
2021-07-29,14778.259766,0
2021-07-30,14672.679688,0
2021-08-02,14681.070313,0
2021-08-03,14761.290039,0
2021-08-04,14780.530273,0
2021-08-05,14895.120117,0
2021-08-06,14835.759766,0
2021-08-09,14860.179688,0
2021-08-10,14788.089844,0
2021-08-11,14765.139648,0
2021-08-12,14816.259766,0
2021-08-13,14822.900391,0
2021-08-16,14793.759766,0
2021-08-17,14656.179688,0
2021-08-18,14525.910156,0
2021-08-19,14541.790039,0
2021-08-20,14714.660156,0
2021-08-23,14942.650391,0
2021-08-24,15019.799805,0
2021-08-25,15041.860352,0
2021-08-26,14945.809570,0
2021-08-27,15129.500000,0
2021-08-30,15265.889648,0
2021-08-31,15259.240234,0
2021-09-01,15309.379883,0
2021-09-02,15331.179688,0
2021-09-03,15363.519531,0
2021-09-07,15374.330078,0
2021-09-08,15286.639648,0
2021-09-09,15248.250000,0
2021-09-10,15115.490234,0
2021-09-13,15105.580078,0
2021-09-14,15037.759766,0
2021-09-15,15161.530273,0
2021-09-16,15181.919922,0
2021-09-17,15043.969727,0
2021-09-20,14713.900391,0
2021-09-21,14746.400391,0
2021-09-22,14896.849609,0
2021-09-23,15052.240234,0
2021-09-24,15047.700195,0
2021-09-27,14969.969727,0
2021-09-28,14546.679688,0
2021-09-29,14512.440430,0
2021-09-30,14448.580078,0
2021-10-01,14566.700195,0
2021-10-04,14255.480469,0
2021-10-05,14433.830078,0
2021-10-06,14501.910156,0
2021-10-07,14654.019531,0
2021-10-08,14579.540039,0
2021-10-11,14486.200195,0
2021-10-12,14465.919922,0
2021-10-13,14571.639648,0
2021-10-14,14823.429688,0
2021-10-15,14897.339844,0
2021-10-18,15021.809570,0
2021-10-19,15129.089844,0
2021-10-20,15121.679688,0
2021-10-21,15215.700195,0
2021-10-22,15090.200195,0
2021-10-25,15226.709961,0
2021-10-26,15235.709961,0
2021-10-27,15235.839844,0
2021-10-28,15448.120117,1
2021-10-29,15498.389648,1
2021-11-01,15595.919922,1
2021-11-02,15649.599609,1
2021-11-03,15811.580078,1
2021-11-04,15940.309570,1
2021-11-05,15971.589844,1
2021-11-08,15982.360352,0
2021-11-09,15886.540039,0
2021-11-10,15622.709961,0
2021-11-11,15704.280273,0
2021-11-12,15860.959961,0
2021-11-15,15853.849609,0
2021-11-16,15973.860352,0
2021-11-17,15921.570313,0
2021-11-18,15993.709961,0
2021-11-19,16057.440430,1
2021-11-22,15854.759766,0
2021-11-23,15775.139648,0
2021-11-24,15845.230469,0
2021-11-26,15491.660156,0
2021-11-29,15782.830078,0
2021-11-30,15537.690430,0
2021-12-01,15254.049805,0
2021-12-02,15381.320313,0
2021-12-03,15085.469727,0
2021-12-06,15225.150391,0
2021-12-07,15686.919922,0
2021-12-08,15786.990234,0
2021-12-09,15517.370117,0
2021-12-10,15630.599609,0
2021-12-13,15413.280273,0
2021-12-14,15237.639648,0
2021-12-15,15565.580078,0
2021-12-16,15180.429688,0
2021-12-17,15169.679688,0
2021-12-20,14980.940430,0
2021-12-21,15341.089844,0
2021-12-22,15521.889648,0
2021-12-23,15653.370117,0
2021-12-27,15871.259766,0
2021-12-28,15781.719727,0
2021-12-29,15766.219727,0
2021-12-30,15741.559570,0
2021-12-31,15644.969727,0
2022-01-03,15832.799805,0
2022-01-04,15622.719727,0
2022-01-05,15100.169922,0
2022-01-06,15080.860352,0
2022-01-07,14935.900391,0
2022-01-10,14942.830078,0
2022-01-11,15153.450195,0
2022-01-12,15188.389648,0
2022-01-13,14806.809570,0
2022-01-14,14893.750000,0
2022-01-18,14506.900391,0
2022-01-19,14340.259766,0
2022-01-20,14154.019531,0
2022-01-21,13768.919922,0
2022-01-24,13855.129883,0
2022-01-25,13539.290039,0
2022-01-26,13542.120117,0
2022-01-27,13352.780273,0
2022-01-28,13770.570313,0
2022-01-31,14239.879883,0
2022-02-01,14346.000000,0
2022-02-02,14417.549805,0
2022-02-03,13878.820313,0
2022-02-04,14098.009766,0
2022-02-07,14015.669922,0
2022-02-08,14194.450195,0
2022-02-09,14490.370117,0
2022-02-10,14185.639648,0
2022-02-11,13791.150391,0
2022-02-14,13790.919922,0
2022-02-15,14139.759766,0
2022-02-16,14124.089844,0
2022-02-17,13716.719727,0
2022-02-18,13548.070313,0
2022-02-22,13381.519531,0
2022-02-23,13037.490234,0
2022-02-24,13473.589844,0
2022-02-25,13694.620117,0
2022-02-28,13751.400391,0
2022-03-01,13532.459961,0
2022-03-02,13752.019531,0
2022-03-03,13537.940430,0
2022-03-04,13313.440430,0
2022-03-07,12830.959961,-1
2022-03-08,12795.549805,-1
2022-03-09,13255.549805,0
2022-03-10,13129.959961,0
2022-03-11,12843.809570,0
2022-03-14,12581.219727,-1
2022-03-15,12948.620117,0
2022-03-16,13436.549805,0
2022-03-17,13614.780273,0
2022-03-18,13893.839844,0
2022-03-21,13838.459961,0
2022-03-22,14108.820313,0
2022-03-23,13922.599609,0
2022-03-24,14191.839844,0
2022-03-25,14169.299805,0
2022-03-28,14354.900391,0
2022-03-29,14619.639648,0
2022-03-30,14442.269531,0
2022-03-31,14220.519531,0
2022-04-01,14261.500000,0
2022-04-04,14532.549805,0
2022-04-05,14204.169922,0
2022-04-06,13888.820313,0
2022-04-07,13897.299805,0
2022-04-08,13711.000000,0
2022-04-11,13411.959961,0
2022-04-12,13371.570313,0
2022-04-13,13643.589844,0
2022-04-14,13351.080078,0
2022-04-18,13332.360352,0
2022-04-19,13619.660156,0
2022-04-20,13453.070313,0
2022-04-21,13174.650391,0
2022-04-22,12839.290039,0
2022-04-25,13004.849609,0
2022-04-26,12490.740234,-1
2022-04-27,12488.929688,0
2022-04-28,12871.530273,0
2022-04-29,12334.639648,-1
2022-05-02,12536.019531,0
2022-05-03,12563.759766,0
2022-05-04,12964.860352,0
2022-05-05,12317.690430,-1
2022-05-06,12144.660156,-1
2022-05-09,11623.250000,-1
2022-05-10,11737.669922,0
2022-05-11,11364.240234,-1
2022-05-12,11370.959961,0
2022-05-13,11805.000000,0
2022-05-16,11662.790039,0
2022-05-17,11984.519531,0
2022-05-18,11418.150391,0
2022-05-19,11388.500000,0
2022-05-20,11354.620117,0
2022-05-23,11535.269531,0
2022-05-24,11264.450195,-1
2022-05-25,11434.740234,0
2022-05-26,11740.650391,0
2022-05-27,12131.129883,0
2022-05-31,12081.389648,0
2022-06-01,11994.459961,0
2022-06-02,12316.900391,0
2022-06-03,12012.730469,0
2022-06-06,12061.370117,0
2022-06-07,12175.230469,0
2022-06-08,12086.269531,0
2022-06-09,11754.230469,0
2022-06-10,11340.019531,0
2022-06-13,10809.230469,-1
2022-06-14,10828.349609,0
2022-06-15,11099.150391,0
2022-06-16,10646.099609,-1
2022-06-17,10798.349609,0
2022-06-21,11069.299805,0
2022-06-22,11053.080078,0
2022-06-23,11232.190430,0
2022-06-24,11607.620117,0
2022-06-27,11524.549805,0
2022-06-28,11181.540039,0
2022-06-29,11177.889648,0
2022-06-30,11028.740234,0
2022-07-01,11127.849609,0
2022-07-05,11322.240234,0
2022-07-06,11361.849609,0
2022-07-07,11621.349609,0
2022-07-08,11635.309570,0
2022-07-11,11372.599609,0
2022-07-12,11264.730469,0
2022-07-13,11247.580078,0
2022-07-14,11251.190430,0
2022-07-15,11452.419922,0
2022-07-18,11360.049805,0
2022-07-19,11713.150391,0
2022-07-20,11897.650391,0
2022-07-21,12059.610352,0
2022-07-22,11834.110352,0
2022-07-25,11782.669922,0
2022-07-26,11562.570313,0
2022-07-27,12032.419922,0
2022-07-28,12162.589844,0
2022-07-29,12390.690430,0
2022-08-01,12368.980469,0
2022-08-02,12348.759766,0
2022-08-03,12668.160156,0
2022-08-04,12720.580078,0
2022-08-05,12657.549805,0
2022-08-08,12644.459961,0
2022-08-09,12493.929688,0
2022-08-10,12854.799805,0
2022-08-11,12779.910156,0
2022-08-12,13047.190430,0
2022-08-15,13128.049805,0
2022-08-16,13102.549805,0
2022-08-17,12938.120117,0
2022-08-18,12965.339844,0
2022-08-19,12705.219727,0
2022-08-22,12381.570313,0
2022-08-23,12381.299805,0
2022-08-24,12431.530273,0
2022-08-25,12639.269531,0
2022-08-26,12141.709961,0
2022-08-29,12017.669922,0
2022-08-30,11883.139648,0
2022-08-31,11816.200195,0
2022-09-01,11785.129883,0
2022-09-02,11630.860352,0
2022-09-06,11544.910156,0
2022-09-07,11791.900391,0
2022-09-08,11862.129883,0
2022-09-09,12112.309570,0
2022-09-12,12266.410156,0
2022-09-13,11633.570313,0
2022-09-14,11719.679688,0
2022-09-15,11552.360352,0
2022-09-16,11448.400391,0
2022-09-19,11535.019531,0
2022-09-20,11425.049805,0
2022-09-21,11220.190430,0
2022-09-22,11066.809570,0
2022-09-23,10867.929688,0
2022-09-26,10802.919922,0
2022-09-27,10829.500000,0
2022-09-28,11051.639648,0
2022-09-29,10737.509766,0
2022-09-30,10575.620117,-1
2022-10-03,10815.429688,0
2022-10-04,11176.410156,0
2022-10-05,11148.639648,0
2022-10-06,11073.309570,0
2022-10-07,10652.400391,0
2022-10-10,10542.099609,-1
2022-10-11,10426.190430,-1
2022-10-12,10417.099609,0
2022-10-13,10649.150391,0
2022-10-14,10321.389648,-1
2022-10-17,10675.799805,0
2022-10-18,10772.400391,0
2022-10-19,10680.509766,0
2022-10-20,10614.839844,0
2022-10-21,10859.719727,0
2022-10-24,10952.610352,0
2022-10-25,11199.120117,0
2022-10-26,10970.990234,0
2022-10-27,10792.669922,0
2022-10-28,11102.450195,0
2022-10-31,10988.150391,0
2022-11-01,10890.849609,0
2022-11-02,10524.799805,0
2022-11-03,10342.940430,0
2022-11-04,10475.250000,0
2022-11-07,10564.519531,0
2022-11-08,10616.200195,0
2022-11-09,10353.169922,0
2022-11-10,11114.150391,0
2022-11-11,11323.330078,0
2022-11-14,11196.219727,0
2022-11-15,11358.410156,0
2022-11-16,11183.660156,0
2022-11-17,11144.959961,0
2022-11-18,11146.059570,0
2022-11-21,11024.509766,0
2022-11-22,11174.410156,0
2022-11-23,11285.320313,0
2022-11-25,11226.360352,0
2022-11-28,11049.500000,0
2022-11-29,10983.780273,0
2022-11-30,11468.000000,0
2022-12-01,11482.450195,0
2022-12-02,11461.500000,0
2022-12-05,11239.940430,0
2022-12-06,11014.889648,0
2022-12-07,10958.549805,0
2022-12-08,11082.000000,0
2022-12-09,11004.620117,0
2022-12-12,11143.740234,0
2022-12-13,11256.809570,0
2022-12-14,11170.889648,0
2022-12-15,10810.530273,0
2022-12-16,10705.410156,0
2022-12-19,10546.030273,0
2022-12-20,10547.110352,0
2022-12-21,10709.370117,0
2022-12-22,10476.120117,0
2022-12-23,10497.860352,0
2022-12-27,10353.230469,0
2022-12-28,10213.290039,-1
2022-12-29,10478.089844,0
2022-12-30,10466.480469,0
2023-01-03,10386.980469,0
2023-01-04,10458.759766,0
2023-01-05,10305.240234,0
2023-01-06,10569.290039,0
2023-01-09,10635.650391,0
2023-01-10,10742.629883,0
2023-01-11,10931.669922,0
2023-01-12,11001.099609,0
2023-01-13,11079.160156,0
2023-01-17,11095.110352,0
2023-01-18,10957.009766,0
2023-01-19,10852.269531,0
2023-01-20,11140.429688,0
2023-01-23,11364.410156,0
2023-01-24,11334.269531,0
2023-01-25,11313.360352,0
2023-01-26,11512.410156,0
2023-01-27,11621.709961,0
2023-01-30,11393.809570,0
2023-01-31,11584.549805,0
2023-02-01,11816.320313,0
2023-02-02,12200.820313,0
2023-02-03,12006.950195,0
2023-02-06,11887.450195,0
2023-02-07,12113.790039,0
2023-02-08,11910.519531,0
2023-02-09,11789.580078,0
2023-02-10,11718.120117,0
2023-02-13,11891.790039,0
2023-02-14,11960.150391,0
2023-02-15,12070.589844,0
2023-02-16,11855.830078,0
2023-02-17,11787.269531,0
2023-02-21,11492.299805,0
2023-02-22,11507.070313,0
2023-02-23,11590.400391,0
2023-02-24,11394.940430,0
2023-02-27,11466.980469,0
2023-02-28,11455.540039,0
2023-03-01,11379.480469,0
2023-03-02,11462.980469,0
2023-03-03,11689.009766,0
2023-03-06,11675.740234,0
2023-03-07,11530.330078,0
2023-03-08,11576.000000,0
2023-03-09,11338.349609,0
2023-03-10,11138.889648,0
2023-03-13,11188.839844,0
2023-03-14,11428.150391,0
2023-03-15,11434.049805,0
2023-03-16,11717.280273,0
2023-03-17,11630.509766,0
2023-03-20,11675.540039,0
2023-03-21,11860.110352,0
2023-03-22,11669.959961,0
2023-03-23,11787.400391,0
2023-03-24,11823.959961,0
2023-03-27,11768.839844,0
2023-03-28,11716.080078,0
2023-03-29,11926.240234,0
2023-03-30,12013.469727,0
2023-03-31,12221.910156,0
2023-04-03,12189.450195,0
2023-04-04,12126.330078,0
2023-04-05,11996.860352,0
2023-04-06,12087.959961,0
2023-04-10,12084.360352,0
2023-04-11,12031.879883,0
2023-04-12,11929.339844,0
2023-04-13,12166.269531,0
2023-04-14,12123.469727,0
2023-04-17,12157.719727,0
2023-04-18,12153.410156,0
2023-04-19,12157.230469,0
2023-04-20,12059.559570,0
2023-04-21,12072.459961,0
2023-04-24,12037.200195,0
2023-04-25,11799.160156,0
2023-04-26,11854.349609,0
2023-04-27,12142.240234,0
2023-04-28,12226.580078,0
2023-05-01,12212.599609,0
2023-05-02,12080.509766,0
2023-05-03,12025.330078,0
2023-05-04,11966.400391,0
2023-05-05,12235.410156,0
2023-05-08,12256.919922,0
2023-05-09,12179.549805,0
2023-05-10,12306.440430,0
2023-05-11,12328.509766,0
2023-05-12,12284.740234,0
2023-05-15,12365.209961,0
2023-05-16,12343.049805,0
2023-05-17,12500.570313,0
2023-05-18,12688.839844,0
2023-05-19,12657.900391,0
2023-05-22,12720.780273,0
2023-05-23,12560.250000,0
2023-05-24,12484.160156,0
2023-05-25,12698.089844,0
2023-05-26,12975.690430,0
2023-05-30,13017.429688,0
2023-05-31,12935.290039,0
2023-06-01,13100.980469,0
2023-06-02,13240.769531,1
2023-06-05,13229.429688,0
2023-06-06,13276.419922,1
2023-06-07,13104.900391,0
2023-06-08,13238.519531,0
2023-06-09,13259.139648,0
2023-06-12,13461.919922,1
2023-06-13,13573.320313,1
2023-06-14,13626.480469,1
2023-06-15,13782.820313,1
2023-06-16,13689.570313,0
2023-06-20,13667.290039,0
2023-06-21,13502.200195,0
2023-06-22,13630.610352,0
2023-06-23,13492.519531,0
2023-06-26,13335.780273,0
2023-06-27,13555.669922,0
2023-06-28,13591.750000,0
2023-06-29,13591.330078,0
2023-06-30,13787.919922,0
2023-07-03,13816.769531,1
2023-07-05,13791.650391,0
2023-07-06,13679.040039,0
2023-07-07,13660.719727,0
2023-07-10,13685.480469,0
2023-07-11,13760.700195,0
2023-07-12,13918.959961,1
2023-07-13,14138.570313,1
2023-07-14,14113.700195,0
2023-07-17,14244.950195,1
2023-07-18,14353.639648,1
2023-07-19,14358.019531,0
2023-07-20,14063.309570,0
2023-07-21,14032.809570,0
2023-07-24,14058.870117,0
2023-07-25,14144.559570,0
2023-07-26,14127.280273,0
2023-07-27,14050.110352,0
2023-07-28,14316.660156,0
2023-07-31,14346.019531,0
2023-08-01,14283.910156,0
2023-08-02,13973.450195,0
2023-08-03,13959.719727,0
2023-08-04,13909.240234,0
2023-08-07,13994.400391,0
2023-08-08,13884.320313,0
2023-08-09,13722.019531,0
2023-08-10,13737.990234,0
2023-08-11,13644.849609,0
2023-08-14,13788.330078,0
2023-08-15,13631.049805,0
2023-08-16,13474.629883,0
2023-08-17,13316.929688,0
2023-08-18,13290.780273,0
2023-08-21,13497.589844,0
2023-08-22,13505.870117,0
2023-08-23,13721.030273,0
2023-08-24,13463.969727,0
2023-08-25,13590.650391,0
2023-08-28,13705.129883,0
2023-08-29,13943.759766,0
2023-08-30,14019.309570,0
2023-08-31,14034.969727,0
2023-09-01,14031.809570,0
2023-09-05,14020.950195,0
2023-09-06,13872.469727,0
2023-09-07,13748.830078,0
2023-09-08,13761.530273,0
2023-09-11,13917.889648,0
2023-09-12,13773.610352,0
2023-09-13,13813.589844,0
2023-09-14,13926.049805,0
2023-09-15,13708.330078,0
2023-09-18,13710.240234,0
2023-09-19,13678.190430,0
2023-09-20,13469.129883,0
2023-09-21,13223.980469,0
2023-09-22,13211.809570,0
2023-09-25,13271.320313,0
2023-09-26,13063.610352,0
2023-09-27,13092.849609,0
2023-09-28,13201.280273,0
2023-09-29,13219.320313,0
2023-10-02,13307.769531,0
2023-10-03,13059.469727,0
2023-10-04,13236.009766,0
2023-10-05,13219.830078,0
2023-10-06,13431.339844,0
2023-10-09,13484.240234,0
2023-10-10,13562.839844,0
2023-10-11,13659.679688,0
2023-10-12,13574.219727,0
2023-10-13,13407.230469,0
2023-10-16,13567.980469,0
2023-10-17,13533.750000,0
2023-10-18,13314.299805,0
2023-10-19,13186.179688,0
2023-10-20,12983.809570,0
2023-10-23,13018.330078,0
2023-10-24,13139.870117,0
2023-10-25,12821.219727,0
2023-10-26,12595.610352,0
2023-10-27,12643.009766,0
2023-10-30,12789.480469,0
2023-10-31,12851.240234,0
2023-11-01,13061.469727,0
2023-11-02,13294.190430,0
2023-11-03,13478.280273,0
2023-11-06,13518.780273,0
2023-11-07,13639.860352,0
2023-11-08,13650.410156,0
2023-11-09,13521.450195,0
2023-11-10,13798.110352,0
2023-11-13,13767.740234,0
2023-11-14,14094.379883,0
2023-11-15,14103.839844,0
2023-11-16,14113.669922,0
2023-11-17,14125.480469,0
2023-11-20,14284.530273,0
2023-11-21,14199.980469,0
2023-11-22,14265.860352,0
2023-11-24,14250.849609,0
